id,about,prefLabel,lang,altLabel,broader,facetaAcronimo,faceta,prefNodeId
911,br:superior.tribunal.justica:acordao;agrg.pet.rms,"AgRg na PET no RMS",pt-BR,"Agravo Regimental na Petição no Recurso em Mandado de Segurança",#acordao,AgRg na PET no RMS – Agravo Regimental na Petição no Recurso em Mandado de Segurança,Jurisprudência::Acórdão,label_1937
912,br:superior.tribunal.justica:acordao;agrg.rcdesp.mc,"AgRg na RCDESP na MC",pt-BR,"Agravo Regimental na Reconsideração de Despacho na Medida Cautelar",#acordao,AgRg na RCDESP na MC – Agravo Regimental na Reconsideração de Despacho na Medida Cautelar,Jurisprudência::Acórdão,label_1939
913,br:superior.tribunal.justica:acordao;agrg.rcdesp.pet,"AgRg na RCDESP na Pet",pt-BR,"Agravo Regimental na Reconsideração de Despacho na Petição",#acordao,AgRg na RCDESP na Pet – Agravo Regimental na Reconsideração de Despacho na Petição,Jurisprudência::Acórdão,label_1941
914,br:superior.tribunal.justica:acordao;agrg.rcdesp.ag,"AgRg na RCDESP no Ag",pt-BR,"Agravo Regimental na Reconsideração de Despacho no Agravo de Instrumento",#acordao,AgRg na RCDESP no Ag – Agravo Regimental na Reconsideração de Despacho no Agravo de Instrumento,Jurisprudência::Acórdão,label_1943
915,br:superior.tribunal.justica:acordao;agrg.rcdesp.agrg.ag,"AgRg na RCDESP no AgRg no Ag",pt-BR,"Agravo Regimental na Reconsideração de Despacho no Agravo Regimental no Agravo de Instrumento",#acordao,AgRg na RCDESP no AgRg no Ag – Agravo Regimental na Reconsideração de Despacho no Agravo Regimental no Agravo de Instrumento,Jurisprudência::Acórdão,label_1945
916,br:superior.tribunal.justica:acordao;agrg.rcdesp.agrg.resp,"AgRg na RCDESP no AgRg no REsp",pt-BR,"Agravo Regimental na Reconsideração de Despacho no Agravo Regimental no Recurso Especial",#acordao,AgRg na RCDESP no AgRg no REsp – Agravo Regimental na Reconsideração de Despacho no Agravo Regimental no Recurso Especial,Jurisprudência::Acórdão,label_1947
917,br:superior.tribunal.justica:acordao;agrg.rcdesp.hc,"AgRg na RCDESP no HC",pt-BR,"Agravo Regimental na Reconsideração de Despacho no Habeas Corpus",#acordao,AgRg na RCDESP no HC – Agravo Regimental na Reconsideração de Despacho no Habeas Corpus,Jurisprudência::Acórdão,label_1949
918,br:superior.tribunal.justica:acordao;agrg.rcdesp.re.resp,"AgRg na RCDESP no RE no REsp",pt-BR,"Agravo Regimental na Reconsideração de Despacho no Recurso Extraordinário no Recurso Especial",#acordao,AgRg na RCDESP no RE no REsp – Agravo Regimental na Reconsideração de Despacho no Recurso Extraordinário no Recurso Especial,Jurisprudência::Acórdão,label_1951
919,br:superior.tribunal.justica:acordao;agrg.rcdesp.resp,"AgRg na RCDESP no REsp",pt-BR,"Agravo Regimental na Reconsideração de Despacho no Recurso Especial",#acordao,AgRg na RCDESP no REsp – Agravo Regimental na Reconsideração de Despacho no Recurso Especial,Jurisprudência::Acórdão,label_1953
920,br:superior.tribunal.justica:acordao;agrg.rcdesp.edcl.resp,"AgRg na RCDESP nos EDcl no REsp",pt-BR,"Agravo Regimental na Reconsideração de Despacho nos Embargos de Declaração no Recurso Especial",#acordao,AgRg na RCDESP nos EDcl no REsp – Agravo Regimental na Reconsideração de Despacho nos Embargos de Declaração no Recurso Especial,Jurisprudência::Acórdão,label_1955
921,br:superior.tribunal.justica:acordao;agrg.rcdesp.eresp,"AgRg na RCDESP nos EREsp",pt-BR,"Agravo Regimental na Reconsideração de Despacho nos Embargos de Divergência em REsp",#acordao,AgRg na RCDESP nos EREsp – Agravo Regimental na Reconsideração de Despacho nos Embargos de Divergência em REsp,Jurisprudência::Acórdão,label_1957
922,br:superior.tribunal.justica:acordao;agrg.rcl,"AgRg na Rcl",pt-BR,"Agravo Regimental na Reclamação",#acordao,AgRg na Rcl – Agravo Regimental na Reclamação,Jurisprudência::Acórdão,label_1959
923,br:superior.tribunal.justica:acordao;agrg.ag.re,"AgRg no Ag no RE",pt-BR,"Agravo Regimental no Agravo de Instrumento no Recurso Extraordinário",#acordao,AgRg no Ag no RE – Agravo Regimental no Agravo de Instrumento no Recurso Extraordinário,Jurisprudência::Acórdão,label_1961
924,br:superior.tribunal.justica:acordao;agrg.ag.re.mc,"AgRg no Ag no RE na MC",pt-BR,"Agravo Regimental no Agravo de Instrumento no Recurso Extraordinário na Medida Cautelar",#acordao,AgRg no Ag no RE na MC – Agravo Regimental no Agravo de Instrumento no Recurso Extraordinário na Medida Cautelar,Jurisprudência::Acórdão,label_1963
925,br:superior.tribunal.justica:acordao;agrg.ag.re.ag,"AgRg no Ag no RE no Ag",pt-BR,"Agravo Regimental no Agravo de Instrumento no Recurso Extraordinário no Agravo de Instrumento",#acordao,AgRg no Ag no RE no Ag – Agravo Regimental no Agravo de Instrumento no Recurso Extraordinário no Agravo de Instrumento,Jurisprudência::Acórdão,label_1965
926,br:superior.tribunal.justica:acordao;agrg.ag.resp,"AgRg no Ag no REsp",pt-BR,"Agravo Regimental no Agravo de Instrumento no Recurso Especial",#acordao,AgRg no Ag no REsp – Agravo Regimental no Agravo de Instrumento no Recurso Especial,Jurisprudência::Acórdão,label_1967
927,br:superior.tribunal.justica:acordao;agrg.ag.edcl.agrg.ag,"AgRg no Ag nos EDcl no AgRg no Ag",pt-BR,"Agravo Regimental no Agravo de Instrumento nos Embargos de Declaração no Agravo Regimental no Agravo de Instrumento",#acordao,AgRg no Ag nos EDcl no AgRg no Ag – Agravo Regimental no Agravo de Instrumento nos Embargos de Declaração no Agravo Regimental no Agravo de Instrumento,Jurisprudência::Acórdão,label_1969
928,br:superior.tribunal.justica:acordao;agrg.ag.re,"AgRg no Ag/RE",pt-BR,"Agravo Regimental no Agravo de Instrumento para STF",#acordao,AgRg no Ag/RE – Agravo Regimental no Agravo de Instrumento para STF,Jurisprudência::Acórdão,label_1971
929,br:superior.tribunal.justica:acordao;agrg.rp,"AgRg na Rp",pt-BR,"Agravo Regimental na Representação",#acordao,AgRg na Rp – Agravo Regimental na Representação,Jurisprudência::Acórdão,label_1973
930,br:superior.tribunal.justica:acordao;agrg.rvcr,"AgRg na RvCr",pt-BR,"Agravo Regimental na Revisão Criminal",#acordao,AgRg na RvCr – Agravo Regimental na Revisão Criminal,Jurisprudência::Acórdão,label_1975
931,br:superior.tribunal.justica:acordao;agrg.sd,"AgRg na Sd",pt-BR,"Agravo Regimental na Sindicância",#acordao,AgRg na Sd – Agravo Regimental na Sindicância,Jurisprudência::Acórdão,label_1977
932,br:superior.tribunal.justica:acordao;agrg.se,"AgRg na SE",pt-BR,"Agravo Regimental na Sentença Estrangeira",#acordao,AgRg na SE – Agravo Regimental na Sentença Estrangeira,Jurisprudência::Acórdão,label_1979
933,br:superior.tribunal.justica:acordao;agrg.sec,"AgRg na SEC",pt-BR,"Agravo Regimental na Sentença Estrangeira Contestada",#acordao,AgRg na SEC – Agravo Regimental na Sentença Estrangeira Contestada,Jurisprudência::Acórdão,label_1981
934,br:superior.tribunal.justica:acordao;agrg.sl,"AgRg na SL",pt-BR,"Agravo Regimental na Suspensão de Liminar",#acordao,AgRg na SL – Agravo Regimental na Suspensão de Liminar,Jurisprudência::Acórdão,label_1983
935,br:superior.tribunal.justica:acordao;agrg.sls,"AgRg na SLS",pt-BR,"Agravo Regimental na Suspensão de Liminar e de Sentença",#acordao,AgRg na SLS – Agravo Regimental na Suspensão de Liminar e de Sentença,Jurisprudência::Acórdão,label_1985
936,br:superior.tribunal.justica:acordao;agrg.ss,"AgRg na SS",pt-BR,"Agravo Regimental na Suspensão de Segurança",#acordao,AgRg na SS – Agravo Regimental na Suspensão de Segurança,Jurisprudência::Acórdão,label_1987
937,br:superior.tribunal.justica:acordao;agrg.sta,"AgRg na STA",pt-BR,"Agravo Regimental na Suspensão de Tutela Antecipada",#acordao,AgRg na STA – Agravo Regimental na Suspensão de Tutela Antecipada,Jurisprudência::Acórdão,label_1989
938,br:superior.tribunal.justica:acordao;agrg.ag,"AgRg no Ag",pt-BR,"Agravo Regimental no Agravo de Instrumento",#acordao,AgRg no Ag – Agravo Regimental no Agravo de Instrumento,Jurisprudência::Acórdão,label_1991
939,br:superior.tribunal.justica:acordao;agrg.ag.edcl.ag,"AgRg no Ag e EDcl no Ag",pt-BR,"Agravo Regimental no Agravo de Instrumento e Embargos de Declaração no Agravo de Instrumento",#acordao,AgRg no Ag e EDcl no Ag – Agravo Regimental no Agravo de Instrumento e Embargos de Declaração no Agravo de Instrumento,Jurisprudência::Acórdão,label_1993
940,br:superior.tribunal.justica:acordao;agrg.ag.ag,"AgRg no Ag no Ag",pt-BR,"Agravo Regimental no Agravo de Instrumento no Agravo de Instrumento",#acordao,AgRg no Ag no Ag – Agravo Regimental no Agravo de Instrumento no Agravo de Instrumento,Jurisprudência::Acórdão,label_1995
941,br:superior.tribunal.justica:acordao;agrg.agrg.apn,"AgRg no AgRg na APn",pt-BR,"Agravo Regimental no Agravo Regimental na Ação Penal",#acordao,AgRg no AgRg na APn – Agravo Regimental no Agravo Regimental na Ação Penal,Jurisprudência::Acórdão,label_1997
942,br:superior.tribunal.justica:acordao;agrg.agrg.ar,"AgRg no AgRg na AR",pt-BR,"Agravo Regimental no Agravo Regimental na Ação Rescisória",#acordao,AgRg no AgRg na AR – Agravo Regimental no Agravo Regimental na Ação Rescisória,Jurisprudência::Acórdão,label_1999
943,br:superior.tribunal.justica:acordao;agrg.agrg.cr,"AgRg no AgRg na CR",pt-BR,"Agravo Regimental no Agravo Regimental na Carta Rogatória",#acordao,AgRg no AgRg na CR – Agravo Regimental no Agravo Regimental na Carta Rogatória,Jurisprudência::Acórdão,label_2001
944,br:superior.tribunal.justica:acordao;agrg.agrg.mc,"AgRg no AgRg na MC",pt-BR,"Agravo Regimental no Agravo Regimental na Medida Cautelar",#acordao,AgRg no AgRg na MC – Agravo Regimental no Agravo Regimental na Medida Cautelar,Jurisprudência::Acórdão,label_2003
945,br:superior.tribunal.justica:acordao;agrg.agrg.pet,"AgRg no AgRg na Pet",pt-BR,"Agravo Regimental no Agravo Regimental na Petição",#acordao,AgRg no AgRg na Pet – Agravo Regimental no Agravo Regimental na Petição,Jurisprudência::Acórdão,label_2005
946,br:superior.tribunal.justica:acordao;agrg.agrg.rcl,"AgRg no AgRg na Rcl",pt-BR,"Agravo Regimental no Agravo Regimental na Reclamação",#acordao,AgRg no AgRg na Rcl – Agravo Regimental no Agravo Regimental na Reclamação,Jurisprudência::Acórdão,label_2007
947,br:superior.tribunal.justica:acordao;agrg.agrg.sl,"AgRg no AgRg na SL",pt-BR,"Agravo Regimental no Agravo Regimental na Suspensão de Liminar",#acordao,AgRg no AgRg na SL – Agravo Regimental no Agravo Regimental na Suspensão de Liminar,Jurisprudência::Acórdão,label_2009
948,br:superior.tribunal.justica:acordao;agrg.agrg.sls,"AgRg no AgRg na SLS",pt-BR,"Agravo Regimental no Agravo Regimental na Suspensão de Liminar e de Sentença",#acordao,AgRg no AgRg na SLS – Agravo Regimental no Agravo Regimental na Suspensão de Liminar e de Sentença,Jurisprudência::Acórdão,label_2011
949,br:superior.tribunal.justica:acordao;agrg.agrg.ss,"AgRg no AgRg na SS",pt-BR,"Agravo Regimental no Agravo Regimental na Suspensão de Segurança",#acordao,AgRg no AgRg na SS – Agravo Regimental no Agravo Regimental na Suspensão de Segurança,Jurisprudência::Acórdão,label_2013
950,br:superior.tribunal.justica:acordao;agrg.agrg.sta,"AgRg no AgRg na STA",pt-BR,"Agravo Regimental no Agravo Regimental na Suspensão de Tutela Antecipada",#acordao,AgRg no AgRg na STA – Agravo Regimental no Agravo Regimental na Suspensão de Tutela Antecipada,Jurisprudência::Acórdão,label_2015
951,br:superior.tribunal.justica:acordao;agrg.agrg.ag,"AgRg no AgRg no Ag",pt-BR,"Agravo Regimental no Agravo Regimental no Agravo de Instrumento",#acordao,AgRg no AgRg no Ag – Agravo Regimental no Agravo Regimental no Agravo de Instrumento,Jurisprudência::Acórdão,label_2017
952,br:superior.tribunal.justica:acordao;agrg.agrg.agrg.mc,"AgRg no AgRg no AgRg na MC",pt-BR,"Agravo Regimental no Agravo Regimental no Agravo Regimental na Medida Cautelar",#acordao,AgRg no AgRg no AgRg na MC – Agravo Regimental no Agravo Regimental no Agravo Regimental na Medida Cautelar,Jurisprudência::Acórdão,label_2019
953,br:superior.tribunal.justica:acordao;agrg.agrg.agrg.rcl,"AgRg no AgRg no AgRg na Rcl",pt-BR,"Agravo Regimental no Agravo Regimental no Agravo Regimental na Reclamação",#acordao,AgRg no AgRg no AgRg na Rcl – Agravo Regimental no Agravo Regimental no Agravo Regimental na Reclamação,Jurisprudência::Acórdão,label_2021
954,br:superior.tribunal.justica:acordao;agrg.agrg.agrg.ag,"AgRg no AgRg no AgRg no Ag",pt-BR,"Agravo Regimental no Agravo Regimental no Agravo Regimental no Agravo de Instrumento",#acordao,AgRg no AgRg no AgRg no Ag – Agravo Regimental no Agravo Regimental no Agravo Regimental no Agravo de Instrumento,Jurisprudência::Acórdão,label_2023
955,br:superior.tribunal.justica:acordao;agrg.agrg.agrg.agrg.ag,"AgRg no AgRg no AgRg no AgRg no Ag",pt-BR,"Agravo Regimental no Agravo Regimental no Agravo Regimental no Agravo Regimental no Agravo de Instrumento",#acordao,AgRg no AgRg no AgRg no AgRg no Ag – Agravo Regimental no Agravo Regimental no Agravo Regimental no Agravo Regimental no Agravo de Instrumento,Jurisprudência::Acórdão,label_2025
956,br:superior.tribunal.justica:acordao;agrg.agrg.agrg.agrg.ag.re,"AgRg no AgRg no AgRg no AgRg no Ag/RE",pt-BR,"Agravo Regimental no Agravo Regimental no Agravo Regimental no Agravo Regimental no Agravo de Instrumento para STF",#acordao,AgRg no AgRg no AgRg no AgRg no Ag/RE – Agravo Regimental no Agravo Regimental no Agravo Regimental no Agravo Regimental no Agravo de Instrumento para STF,Jurisprudência::Acórdão,label_2027
957,br:superior.tribunal.justica:acordao;agrg.agrg.pet.resp,"AgRg no AgRg na PET no REsp",pt-BR,"Agravo Regimental no Agravo Regimental na Petição no Recurso Especial",#acordao,AgRg no AgRg na PET no REsp – Agravo Regimental no Agravo Regimental na Petição no Recurso Especial,Jurisprudência::Acórdão,label_2029
958,br:superior.tribunal.justica:acordao;agrg.agrg.rp,"AgRg no AgRg na Rp",pt-BR,"Agravo Regimental no Agravo Regimental na Representação",#acordao,AgRg no AgRg na Rp – Agravo Regimental no Agravo Regimental na Representação,Jurisprudência::Acórdão,label_2031
959,br:superior.tribunal.justica:acordao;agrg.agrg.agrg.agrg.agrg.ag,"AgRg no AgRg no AgRg no AgRg no AgRg no Ag",pt-BR,"Agravo Regimental no Agravo Regimental no Agravo Regimental no Agravo Regimental no Agravo Regimental no Agravo de Instrumento",#acordao,AgRg no AgRg no AgRg no AgRg no AgRg no Ag – Agravo Regimental no Agravo Regimental no Agravo Regimental no Agravo Regimental no Agravo Regimental no Agravo de Instrumento,Jurisprudência::Acórdão,label_2033
960,br:superior.tribunal.justica:acordao;agrg.agrg.agrg.agrg.agrg.resp,"AgRg no AgRg no AgRg no AgRg no AgRg no REsp",pt-BR,"Agravo Regimental no Agravo Regimental no Agravo Regimental no Agravo Regimental no Agravo Regimental no Recurso Especial",#acordao,AgRg no AgRg no AgRg no AgRg no AgRg no REsp – Agravo Regimental no Agravo Regimental no Agravo Regimental no Agravo Regimental no Agravo Regimental no Recurso Especial,Jurisprudência::Acórdão,label_2035
961,br:superior.tribunal.justica:acordao;agrg.agrg.agrg.agrg.resp,"AgRg no AgRg no AgRg no AgRg no REsp",pt-BR,"Agravo Regimental no Agravo Regimental no Agravo Regimental no Agravo Regimental no Recurso Especial",#acordao,AgRg no AgRg no AgRg no AgRg no REsp – Agravo Regimental no Agravo Regimental no Agravo Regimental no Agravo Regimental no Recurso Especial,Jurisprudência::Acórdão,label_2037
962,br:superior.tribunal.justica:acordao;agrg.agrg.agrg.resp,"AgRg no AgRg no AgRg no REsp",pt-BR,"Agravo Regimental no Agravo Regimental no Agravo Regimental no Recurso Especial",#acordao,AgRg no AgRg no AgRg no REsp – Agravo Regimental no Agravo Regimental no Agravo Regimental no Recurso Especial,Jurisprudência::Acórdão,label_2039
963,br:superior.tribunal.justica:acordao;agrg.agrg.agrg.edcl.ag,"AgRg no AgRg no AgRg nos EDcl no Ag",pt-BR,"Agravo Regimental no Agravo Regimental no Agravo Regimental nos Embargos de Declaração no Agravo de Instrumento",#acordao,AgRg no AgRg no AgRg nos EDcl no Ag – Agravo Regimental no Agravo Regimental no Agravo Regimental nos Embargos de Declaração no Agravo de Instrumento,Jurisprudência::Acórdão,label_2041
964,br:superior.tribunal.justica:acordao;agrg.agrg.agrg.edcl.agrg.eresp,"AgRg no AgRg no AgRg nos EDcl no AgRg nos EREsp",pt-BR,"Agravo Regimental no Agravo Regimental no Agravo Regimental nos Embargos de Declaração no Agravo Regimental nos Embargos de Divergência em REsp",#acordao,AgRg no AgRg no AgRg nos EDcl no AgRg nos EREsp – Agravo Regimental no Agravo Regimental no Agravo Regimental nos Embargos de Declaração no Agravo Regimental nos Embargos de Divergência em REsp,Jurisprudência::Acórdão,label_2043
965,br:superior.tribunal.justica:acordao;agrg.agrg.agrg.edcl.resp,"AgRg no AgRg no AgRg nos EDcl no REsp",pt-BR,"Agravo Regimental no Agravo Regimental no Agravo Regimental nos Embargos de Declaração no Recurso Especial",#acordao,AgRg no AgRg no AgRg nos EDcl no REsp – Agravo Regimental no Agravo Regimental no Agravo Regimental nos Embargos de Declaração no Recurso Especial,Jurisprudência::Acórdão,label_2045
966,br:superior.tribunal.justica:acordao;agrg.agrg.agrg.edcl.edcl.resp,"AgRg no AgRg no AgRg nos EDcl nos EDcl no REsp",pt-BR,"Agravo Regimental no Agravo Regimental no Agravo Regimental nos Embargos de Declaração nos Embargos de Declaração no Recurso Especial",#acordao,AgRg no AgRg no AgRg nos EDcl nos EDcl no REsp – Agravo Regimental no Agravo Regimental no Agravo Regimental nos Embargos de Declaração nos Embargos de Declaração no Recurso Especial,Jurisprudência::Acórdão,label_2047
967,br:superior.tribunal.justica:acordao;agrg.agrg.agrg.eresp,"AgRg no AgRg no AgRg nos EREsp",pt-BR,"Agravo Regimental no Agravo Regimental no Agravo Regimental nos Embargos de Divergência em REsp",#acordao,AgRg no AgRg no AgRg nos EREsp – Agravo Regimental no Agravo Regimental no Agravo Regimental nos Embargos de Divergência em REsp,Jurisprudência::Acórdão,label_2049
968,br:superior.tribunal.justica:acordao;agrg.agrg.cc,"AgRg no AgRg no CC",pt-BR,"Agravo Regimental no Agravo Regimental no Conflito de Competência",#acordao,AgRg no AgRg no CC – Agravo Regimental no Agravo Regimental no Conflito de Competência,Jurisprudência::Acórdão,label_2051
969,br:superior.tribunal.justica:acordao;agrg.agrg.hc,"AgRg no AgRg no HC",pt-BR,"Agravo Regimental no Agravo Regimental no Habeas Corpus",#acordao,AgRg no AgRg no HC – Agravo Regimental no Agravo Regimental no Habeas Corpus,Jurisprudência::Acórdão,label_2053
970,br:superior.tribunal.justica:acordao;agrg.agrg.inq,"AgRg no AgRg no Inq",pt-BR,"Agravo Regimental no Agravo Regimental no Inquérito",#acordao,AgRg no AgRg no Inq – Agravo Regimental no Agravo Regimental no Inquérito,Jurisprudência::Acórdão,label_2055
971,br:superior.tribunal.justica:acordao;agrg.agrg.re.agrg.resp,"AgRg no AgRg no RE no AgRg no REsp",pt-BR,"Agravo Regimental no Agravo Regimental no Recurso Extraordinário no Agravo Regimental no Recurso Especial",#acordao,AgRg no AgRg no RE no AgRg no REsp – Agravo Regimental no Agravo Regimental no Recurso Extraordinário no Agravo Regimental no Recurso Especial,Jurisprudência::Acórdão,label_2057
972,br:superior.tribunal.justica:acordao;agrg.agrg.ms,"AgRg no AgRg no MS",pt-BR,"Agravo Regimental no Agravo Regimental no Mandado de Segurança",#acordao,AgRg no AgRg no MS – Agravo Regimental no Agravo Regimental no Mandado de Segurança,Jurisprudência::Acórdão,label_2059
973,br:superior.tribunal.justica:acordao;agrg.agrg.resp,"AgRg no AgRg no REsp",pt-BR,"Agravo Regimental no Agravo Regimental no Recurso Especial",#acordao,AgRg no AgRg no REsp – Agravo Regimental no Agravo Regimental no Recurso Especial,Jurisprudência::Acórdão,label_2061
974,br:superior.tribunal.justica:acordao;agrg.agrg.rhc,"AgRg no AgRg no RHC",pt-BR,"Agravo Regimental no Agravo Regimental no Recurso em Habeas Corpus",#acordao,AgRg no AgRg no RHC – Agravo Regimental no Agravo Regimental no Recurso em Habeas Corpus,Jurisprudência::Acórdão,label_2063
975,br:superior.tribunal.justica:acordao;agrg.agrg.rms,"AgRg no AgRg no RMS",pt-BR,"Agravo Regimental no Agravo Regimental no Recurso em Mandado de Segurança",#acordao,AgRg no AgRg no RMS – Agravo Regimental no Agravo Regimental no Recurso em Mandado de Segurança,Jurisprudência::Acórdão,label_2065
976,br:superior.tribunal.justica:acordao;agrg.agrg.eag,"AgRg no AgRg nos EAg",pt-BR,"Agravo Regimental no Agravo Regimental nos Embargos de Divergência em Agravo",#acordao,AgRg no AgRg nos EAg – Agravo Regimental no Agravo Regimental nos Embargos de Divergência em Agravo,Jurisprudência::Acórdão,label_2067
977,br:superior.tribunal.justica:acordao;agrg.agrg.edcl.pet,"AgRg no AgRg nos EDcl na Pet",pt-BR,"Agravo Regimental no Agravo Regimental nos Embargos de Declaração na Petição",#acordao,AgRg no AgRg nos EDcl na Pet – Agravo Regimental no Agravo Regimental nos Embargos de Declaração na Petição,Jurisprudência::Acórdão,label_2069
978,br:superior.tribunal.justica:acordao;agrg.agrg.edcl.rcl,"AgRg no AgRg nos EDcl na Rcl",pt-BR,"Agravo Regimental no Agravo Regimental nos Embargos de Declaração na Reclamação",#acordao,AgRg no AgRg nos EDcl na Rcl – Agravo Regimental no Agravo Regimental nos Embargos de Declaração na Reclamação,Jurisprudência::Acórdão,label_2071
979,br:superior.tribunal.justica:acordao;agrg.agrg.edcl.ag,"AgRg no AgRg nos EDcl no Ag",pt-BR,"Agravo Regimental no Agravo Regimental nos Embargos de Declaração no Agravo de Instrumento",#acordao,AgRg no AgRg nos EDcl no Ag – Agravo Regimental no Agravo Regimental nos Embargos de Declaração no Agravo de Instrumento,Jurisprudência::Acórdão,label_2073
980,br:superior.tribunal.justica:acordao;agrg.agrg.edcl.agrg.pet,"AgRg no AgRg nos EDcl no AgRg na Pet",pt-BR,"Agravo Regimental no Agravo Regimental nos Embargos de Declaração no Agravo Regimental na Petição",#acordao,AgRg no AgRg nos EDcl no AgRg na Pet – Agravo Regimental no Agravo Regimental nos Embargos de Declaração no Agravo Regimental na Petição,Jurisprudência::Acórdão,label_2075
981,br:superior.tribunal.justica:acordao;agrg.agrg.edcl.agrg.sl,"AgRg no AgRg nos EDcl no AgRg na SL",pt-BR,"Agravo Regimental no Agravo Regimental nos Embargos de Declaração no Agravo Regimental na Suspensão de Liminar",#acordao,AgRg no AgRg nos EDcl no AgRg na SL – Agravo Regimental no Agravo Regimental nos Embargos de Declaração no Agravo Regimental na Suspensão de Liminar,Jurisprudência::Acórdão,label_2077
982,br:superior.tribunal.justica:acordao;agrg.agrg.re.edcl.rms,"AgRg no AgRg no RE nos EDcl no RMS",pt-BR,"Agravo Regimental no Agravo Regimental no Recurso Extraordinário nos Embargos de Declaração no Recurso em Mandado de Segurança",#acordao,AgRg no AgRg no RE nos EDcl no RMS – Agravo Regimental no Agravo Regimental no Recurso Extraordinário nos Embargos de Declaração no Recurso em Mandado de Segurança,Jurisprudência::Acórdão,label_2079
983,br:superior.tribunal.justica:acordao;agrg.agrg.edcl.agrg.ag,"AgRg no AgRg nos EDcl no AgRg no Ag",pt-BR,"Agravo Regimental no Agravo Regimental nos Embargos de Declaração no Agravo Regimental no Agravo de Instrumento",#acordao,AgRg no AgRg nos EDcl no AgRg no Ag – Agravo Regimental no Agravo Regimental nos Embargos de Declaração no Agravo Regimental no Agravo de Instrumento,Jurisprudência::Acórdão,label_2081
984,br:superior.tribunal.justica:acordao;agrg.agrg.edcl.agrg.resp,"AgRg no AgRg nos EDcl no AgRg no REsp",pt-BR,"Agravo Regimental no Agravo Regimental nos Embargos de Declaração no Agravo Regimental no Recurso Especial",#acordao,AgRg no AgRg nos EDcl no AgRg no REsp – Agravo Regimental no Agravo Regimental nos Embargos de Declaração no Agravo Regimental no Recurso Especial,Jurisprudência::Acórdão,label_2083
985,br:superior.tribunal.justica:acordao;agrg.agrg.edcl.agrg.edcl.ag,"AgRg no AgRg nos EDcl no AgRg nos EDcl no Ag",pt-BR,"Agravo Regimental no Agravo Regimental nos Embargos de Declaração no Agravo Regimental nos Embargos de Declaração no Agravo de Instrumento",#acordao,AgRg no AgRg nos EDcl no AgRg nos EDcl no Ag – Agravo Regimental no Agravo Regimental nos Embargos de Declaração no Agravo Regimental nos Embargos de Declaração no Agravo de Instrumento,Jurisprudência::Acórdão,label_2085
986,br:superior.tribunal.justica:acordao;agrg.agrg.edcl.agrg.edcl.resp,"AgRg no AgRg nos EDcl no AgRg nos EDcl no REsp",pt-BR,"Agravo Regimental no Agravo Regimental nos Embargos de Declaração no Agravo Regimental nos Embargos de Declaração no Recurso Especial",#acordao,AgRg no AgRg nos EDcl no AgRg nos EDcl no REsp – Agravo Regimental no Agravo Regimental nos Embargos de Declaração no Agravo Regimental nos Embargos de Declaração no Recurso Especial,Jurisprudência::Acórdão,label_2087
987,br:superior.tribunal.justica:acordao;agrg.agrg.edcl.ms,"AgRg no AgRg nos EDcl no MS",pt-BR,"Agravo Regimental no Agravo Regimental nos Embargos de Declaração no Mandado de Segurança",#acordao,AgRg no AgRg nos EDcl no MS – Agravo Regimental no Agravo Regimental nos Embargos de Declaração no Mandado de Segurança,Jurisprudência::Acórdão,label_2089
988,br:superior.tribunal.justica:acordao;agrg.agrg.edcl.resp,"AgRg no AgRg nos EDcl no REsp",pt-BR,"Agravo Regimental no Agravo Regimental nos Embargos de Declaração no Recurso Especial",#acordao,AgRg no AgRg nos EDcl no REsp – Agravo Regimental no Agravo Regimental nos Embargos de Declaração no Recurso Especial,Jurisprudência::Acórdão,label_2091
989,br:superior.tribunal.justica:acordao;agrg.agrg.edcl.edcl.ag,"AgRg no AgRg nos EDcl nos EDcl no Ag",pt-BR,"Agravo Regimental no Agravo Regimental nos Embargos de Declaração nos Embargos de Declaração no Agravo de Instrumento",#acordao,AgRg no AgRg nos EDcl nos EDcl no Ag – Agravo Regimental no Agravo Regimental nos Embargos de Declaração nos Embargos de Declaração no Agravo de Instrumento,Jurisprudência::Acórdão,label_2093
990,br:superior.tribunal.justica:acordao;agrg.agrg.edcl.edcl.agrg.ag,"AgRg no AgRg nos EDcl nos EDcl no AgRg no Ag",pt-BR,"Agravo Regimental no Agravo Regimental nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental no Agravo de Instrumento",#acordao,AgRg no AgRg nos EDcl nos EDcl no AgRg no Ag – Agravo Regimental no Agravo Regimental nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental no Agravo de Instrumento,Jurisprudência::Acórdão,label_2095
991,br:superior.tribunal.justica:acordao;agrg.agrg.edcl.edcl.agrg.resp,"AgRg no AgRg nos EDcl nos EDcl no AgRg no REsp",pt-BR,"Agravo Regimental no Agravo Regimental nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental no Recurso Especial",#acordao,AgRg no AgRg nos EDcl nos EDcl no AgRg no REsp – Agravo Regimental no Agravo Regimental nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental no Recurso Especial,Jurisprudência::Acórdão,label_2097
