id,about,prefLabel,lang,altLabel,broader,facetaAcronimo,faceta,prefNodeId
5350,br;parana;pien,"Piên - PR",pt-BR,,#br;parana,,Municípios::Piên - PR,label_10261
5351,br;parana;pinhais,"Pinhais - PR",pt-BR,,#br;parana,,Municípios::Pinhais - PR,label_10262
5352,br;parana;pinhalao,"Pinhalão - PR",pt-BR,,#br;parana,,Municípios::Pinhalão - PR,label_10263
5353,br;parana;pinhal.sao.bento,"Pinhal de São Bento - PR",pt-BR,,#br;parana,,Municípios::Pinhal de São Bento - PR,label_10264
5354,br;parana;pinhao,"Pinhão - PR",pt-BR,,#br;parana,,Municípios::Pinhão - PR,label_10265
5355,br;parana;pirai.sul,"Piraí do Sul - PR",pt-BR,,#br;parana,,Municípios::Piraí do Sul - PR,label_10266
5356,br;parana;piraquara,"Piraquara - PR",pt-BR,,#br;parana,,Municípios::Piraquara - PR,label_10267
5357,br;parana;pitanga,"Pitanga - PR",pt-BR,,#br;parana,,Municípios::Pitanga - PR,label_10268
5358,br;parana;pitangueiras,"Pitangueiras - PR",pt-BR,,#br;parana,,Municípios::Pitangueiras - PR,label_10269
5359,br;parana;planaltina.parana,"Planaltina do Paraná - PR",pt-BR,,#br;parana,,Municípios::Planaltina do Paraná - PR,label_10270
5360,br;parana;planalto,"Planalto - PR",pt-BR,,#br;parana,,Municípios::Planalto - PR,label_10271
5361,br;parana;ponta.grossa,"Ponta Grossa - PR",pt-BR,,#br;parana,,Municípios::Ponta Grossa - PR,label_10272
5362,br;parana;pontal.parana,"Pontal do Paraná - PR",pt-BR,,#br;parana,,Municípios::Pontal do Paraná - PR,label_10273
5363,br;parana;porecatu,"Porecatu - PR",pt-BR,,#br;parana,,Municípios::Porecatu - PR,label_10274
5364,br;parana;porto.amazonas,"Porto Amazonas - PR",pt-BR,,#br;parana,,Municípios::Porto Amazonas - PR,label_10275
5365,br;parana;porto.barreiro,"Porto Barreiro - PR",pt-BR,,#br;parana,,Municípios::Porto Barreiro - PR,label_10276
5366,br;parana;porto.rico,"Porto Rico - PR",pt-BR,,#br;parana,,Municípios::Porto Rico - PR,label_10277
5367,br;parana;porto.vitoria,"Porto Vitória - PR",pt-BR,,#br;parana,,Municípios::Porto Vitória - PR,label_10278
5368,br;parana;prado.ferreira,"Prado Ferreira - PR",pt-BR,,#br;parana,,Municípios::Prado Ferreira - PR,label_10279
5369,br;parana;pranchita,"Pranchita - PR",pt-BR,,#br;parana,,Municípios::Pranchita - PR,label_10280
5370,br;parana;presidente.castelo.branco,"Presidente Castelo Branco - PR",pt-BR,,#br;parana,,Municípios::Presidente Castelo Branco - PR,label_10281
5371,br;parana;primeiro.maio,"Primeiro de Maio - PR",pt-BR,,#br;parana,,Municípios::Primeiro de Maio - PR,label_10282
5372,br;parana;prudentopolis,"Prudentópolis - PR",pt-BR,,#br;parana,,Municípios::Prudentópolis - PR,label_10283
5373,br;parana;quarto.centenario,"Quarto Centenário - PR",pt-BR,,#br;parana,,Municípios::Quarto Centenário - PR,label_10284
5374,br;parana;quatigua,"Quatiguá - PR",pt-BR,,#br;parana,,Municípios::Quatiguá - PR,label_10285
5375,br;parana;quatro.barras,"Quatro Barras - PR",pt-BR,,#br;parana,,Municípios::Quatro Barras - PR,label_10286
5376,br;parana;quatro.pontes,"Quatro Pontes - PR",pt-BR,,#br;parana,,Municípios::Quatro Pontes - PR,label_10287
5377,br;parana;quedas.iguacu,"Quedas do Iguaçu - PR",pt-BR,,#br;parana,,Municípios::Quedas do Iguaçu - PR,label_10288
5378,br;parana;querencia.norte,"Querência do Norte - PR",pt-BR,,#br;parana,,Municípios::Querência do Norte - PR,label_10289
5379,br;parana;quinta.sol,"Quinta do Sol - PR",pt-BR,,#br;parana,,Municípios::Quinta do Sol - PR,label_10290
5380,br;parana;quitandinha,"Quitandinha - PR",pt-BR,,#br;parana,,Municípios::Quitandinha - PR,label_10291
5381,br;parana;ramilandia,"Ramilândia - PR",pt-BR,,#br;parana,,Municípios::Ramilândia - PR,label_10292
5382,br;parana;rancho.alegre,"Rancho Alegre - PR",pt-BR,,#br;parana,,Municípios::Rancho Alegre - PR,label_10293
5383,br;parana;rancho.alegre.d.oeste,"Rancho Alegre D'Oeste - PR",pt-BR,,#br;parana,,Municípios::Rancho Alegre D'Oeste - PR,label_10294
5384,br;parana;realeza,"Realeza - PR",pt-BR,,#br;parana,,Municípios::Realeza - PR,label_10295
5385,br;parana;reboucas,"Rebouças - PR",pt-BR,,#br;parana,,Municípios::Rebouças - PR,label_10296
5386,br;parana;renascenca,"Renascença - PR",pt-BR,,#br;parana,,Municípios::Renascença - PR,label_10297
5387,br;parana;reserva,"Reserva - PR",pt-BR,,#br;parana,,Municípios::Reserva - PR,label_10298
5388,br;parana;reserva.iguacu,"Reserva do Iguaçu - PR",pt-BR,,#br;parana,,Municípios::Reserva do Iguaçu - PR,label_10299
5389,br;parana;ribeirao.claro,"Ribeirão Claro - PR",pt-BR,,#br;parana,,Municípios::Ribeirão Claro - PR,label_10300
5390,br;parana;ribeirao.pinhal,"Ribeirão do Pinhal - PR",pt-BR,,#br;parana,,Municípios::Ribeirão do Pinhal - PR,label_10301
5391,br;parana;rio.azul,"Rio Azul - PR",pt-BR,,#br;parana,,Municípios::Rio Azul - PR,label_10302
5392,br;parana;rio.bom,"Rio Bom - PR",pt-BR,,#br;parana,,Municípios::Rio Bom - PR,label_10303
5393,br;parana;rio.bonito.iguacu,"Rio Bonito do Iguaçu - PR",pt-BR,,#br;parana,,Municípios::Rio Bonito do Iguaçu - PR,label_10304
5394,br;parana;rio.branco.ivai,"Rio Branco do Ivaí - PR",pt-BR,,#br;parana,,Municípios::Rio Branco do Ivaí - PR,label_10305
5395,br;parana;rio.branco.sul,"Rio Branco do Sul - PR",pt-BR,,#br;parana,,Municípios::Rio Branco do Sul - PR,label_10306
5396,br;parana;rio.negro,"Rio Negro - PR",pt-BR,,#br;parana,,Municípios::Rio Negro - PR,label_10307
5397,br;parana;rolandia,"Rolândia - PR",pt-BR,,#br;parana,,Municípios::Rolândia - PR,label_10308
5398,br;parana;roncador,"Roncador - PR",pt-BR,,#br;parana,,Municípios::Roncador - PR,label_10309
5399,br;parana;rondon,"Rondon - PR",pt-BR,,#br;parana,,Municípios::Rondon - PR,label_10310
5400,br;parana;rosario.ivai,"Rosário do Ivaí - PR",pt-BR,,#br;parana,,Municípios::Rosário do Ivaí - PR,label_10311
5401,br;parana;sabaudia,"Sabáudia - PR",pt-BR,,#br;parana,,Municípios::Sabáudia - PR,label_10312
5402,br;parana;salgado.filho,"Salgado Filho - PR",pt-BR,,#br;parana,,Municípios::Salgado Filho - PR,label_10313
5403,br;parana;salto.itarare,"Salto do Itararé - PR",pt-BR,,#br;parana,,Municípios::Salto do Itararé - PR,label_10314
5404,br;parana;salto.lontra,"Salto do Lontra - PR",pt-BR,,#br;parana,,Municípios::Salto do Lontra - PR,label_10315
5405,br;parana;santa.amelia,"Santa Amélia - PR",pt-BR,,#br;parana,,Municípios::Santa Amélia - PR,label_10316
5406,br;parana;santa.cecilia.pavao,"Santa Cecília do Pavão - PR",pt-BR,,#br;parana,,Municípios::Santa Cecília do Pavão - PR,label_10317
5407,br;parana;santa.cruz.monte.castelo,"Santa Cruz de Monte Castelo - PR",pt-BR,,#br;parana,,Municípios::Santa Cruz de Monte Castelo - PR,label_10318
5408,br;parana;santa.fe,"Santa Fé - PR",pt-BR,,#br;parana,,Municípios::Santa Fé - PR,label_10319
5409,br;parana;santa.helena,"Santa Helena - PR",pt-BR,,#br;parana,,Municípios::Santa Helena - PR,label_10320
5410,br;parana;santa.ines,"Santa Inês - PR",pt-BR,,#br;parana,,Municípios::Santa Inês - PR,label_10321
5411,br;parana;santa.isabel.ivai,"Santa Isabel do Ivaí - PR",pt-BR,,#br;parana,,Municípios::Santa Isabel do Ivaí - PR,label_10322
5412,br;parana;santa.izabel.oeste,"Santa Izabel do Oeste - PR",pt-BR,,#br;parana,,Municípios::Santa Izabel do Oeste - PR,label_10323
5413,br;parana;santa.lucia,"Santa Lúcia - PR",pt-BR,,#br;parana,,Municípios::Santa Lúcia - PR,label_10324
5414,br;parana;santa.maria.oeste,"Santa Maria do Oeste - PR",pt-BR,,#br;parana,,Municípios::Santa Maria do Oeste - PR,label_10325
5415,br;parana;santa.mariana,"Santa Mariana - PR",pt-BR,,#br;parana,,Municípios::Santa Mariana - PR,label_10326
5416,br;parana;santa.monica,"Santa Mônica - PR",pt-BR,,#br;parana,,Municípios::Santa Mônica - PR,label_10327
5417,br;parana;santana.itarare,"Santana do Itararé - PR",pt-BR,,#br;parana,,Municípios::Santana do Itararé - PR,label_10328
5418,br;parana;santa.tereza.oeste,"Santa Tereza do Oeste - PR",pt-BR,,#br;parana,,Municípios::Santa Tereza do Oeste - PR,label_10329
5419,br;parana;santa.terezinha.itaipu,"Santa Terezinha de Itaipu - PR",pt-BR,,#br;parana,,Municípios::Santa Terezinha de Itaipu - PR,label_10330
5420,br;parana;santo.antonio.platina,"Santo Antônio da Platina - PR",pt-BR,,#br;parana,,Municípios::Santo Antônio da Platina - PR,label_10331
5421,br;parana;santo.antonio.caiua,"Santo Antônio do Caiuá - PR",pt-BR,,#br;parana,,Municípios::Santo Antônio do Caiuá - PR,label_10332
5422,br;parana;santo.antonio.paraiso,"Santo Antônio do Paraíso - PR",pt-BR,,#br;parana,,Municípios::Santo Antônio do Paraíso - PR,label_10333
5423,br;parana;santo.antonio.sudoeste,"Santo Antônio do Sudoeste - PR",pt-BR,,#br;parana,,Municípios::Santo Antônio do Sudoeste - PR,label_10334
5424,br;parana;santo.inacio,"Santo Inácio - PR",pt-BR,,#br;parana,,Municípios::Santo Inácio - PR,label_10335
5425,br;parana;sao.carlos.ivai,"São Carlos do Ivaí - PR",pt-BR,,#br;parana,,Municípios::São Carlos do Ivaí - PR,label_10336
5426,br;parana;sao.jeronimo.serra,"São Jerônimo da Serra - PR",pt-BR,,#br;parana,,Municípios::São Jerônimo da Serra - PR,label_10337
5427,br;parana;sao.joao,"São João - PR",pt-BR,,#br;parana,,Municípios::São João - PR,label_10338
5428,br;parana;sao.joao.caiua,"São João do Caiuá - PR",pt-BR,,#br;parana,,Municípios::São João do Caiuá - PR,label_10339
5429,br;parana;sao.joao.ivai,"São João do Ivaí - PR",pt-BR,,#br;parana,,Municípios::São João do Ivaí - PR,label_10340
5430,br;parana;sao.joao.triunfo,"São João do Triunfo - PR",pt-BR,,#br;parana,,Municípios::São João do Triunfo - PR,label_10341
5431,br;parana;sao.jorge.d.oeste,"São Jorge d'Oeste - PR",pt-BR,,#br;parana,,Municípios::São Jorge d'Oeste - PR,label_10342
5432,br;parana;sao.jorge.ivai,"São Jorge do Ivaí - PR",pt-BR,,#br;parana,,Municípios::São Jorge do Ivaí - PR,label_10343
5433,br;parana;sao.jorge.patrocinio,"São Jorge do Patrocínio - PR",pt-BR,,#br;parana,,Municípios::São Jorge do Patrocínio - PR,label_10344
5434,br;parana;sao.jose.boa.vista,"São José da Boa Vista - PR",pt-BR,,#br;parana,,Municípios::São José da Boa Vista - PR,label_10345
5435,br;parana;sao.jose.palmeiras,"São José das Palmeiras - PR",pt-BR,,#br;parana,,Municípios::São José das Palmeiras - PR,label_10346
5436,br;parana;sao.jose.pinhais,"São José dos Pinhais - PR",pt-BR,,#br;parana,,Municípios::São José dos Pinhais - PR,label_10347
5437,br;parana;sao.manoel.parana,"São Manoel do Paraná - PR",pt-BR,,#br;parana,,Municípios::São Manoel do Paraná - PR,label_10348
5438,br;parana;sao.mateus.sul,"São Mateus do Sul - PR",pt-BR,,#br;parana,,Municípios::São Mateus do Sul - PR,label_10349
5439,br;parana;sao.miguel.iguacu,"São Miguel do Iguaçu - PR",pt-BR,,#br;parana,,Municípios::São Miguel do Iguaçu - PR,label_10350
5440,br;parana;sao.pedro.iguacu,"São Pedro do Iguaçu - PR",pt-BR,,#br;parana,,Municípios::São Pedro do Iguaçu - PR,label_10351
5441,br;parana;sao.pedro.ivai,"São Pedro do Ivaí - PR",pt-BR,,#br;parana,,Municípios::São Pedro do Ivaí - PR,label_10352
5442,br;parana;sao.pedro.parana,"São Pedro do Paraná - PR",pt-BR,,#br;parana,,Municípios::São Pedro do Paraná - PR,label_10353
5443,br;parana;sao.sebastiao.amoreira,"São Sebastião da Amoreira - PR",pt-BR,,#br;parana,,Municípios::São Sebastião da Amoreira - PR,label_10354
5444,br;parana;sao.tome,"São Tomé - PR",pt-BR,,#br;parana,,Municípios::São Tomé - PR,label_10355
5445,br;parana;sapopema,"Sapopema - PR",pt-BR,,#br;parana,,Municípios::Sapopema - PR,label_10356
5446,br;parana;sarandi,"Sarandi - PR",pt-BR,,#br;parana,,Municípios::Sarandi - PR,label_10357
5447,br;parana;saudade.iguacu,"Saudade do Iguaçu - PR",pt-BR,,#br;parana,,Municípios::Saudade do Iguaçu - PR,label_10358
5448,br;parana;senges,"Sengés - PR",pt-BR,,#br;parana,,Municípios::Sengés - PR,label_10359
5449,br;parana;serranopolis.iguacu,"Serranópolis do Iguaçu - PR",pt-BR,,#br;parana,,Municípios::Serranópolis do Iguaçu - PR,label_10360
5450,br;parana;sertaneja,"Sertaneja - PR",pt-BR,,#br;parana,,Municípios::Sertaneja - PR,label_10361
5451,br;parana;sertanopolis,"Sertanópolis - PR",pt-BR,,#br;parana,,Municípios::Sertanópolis - PR,label_10362
5452,br;parana;siqueira.campos,"Siqueira Campos - PR",pt-BR,,#br;parana,,Municípios::Siqueira Campos - PR,label_10363
5453,br;parana;sulina,"Sulina - PR",pt-BR,,#br;parana,,Municípios::Sulina - PR,label_10364
5454,br;parana;tamarana,"Tamarana - PR",pt-BR,,#br;parana,,Municípios::Tamarana - PR,label_10365
5455,br;parana;tamboara,"Tamboara - PR",pt-BR,,#br;parana,,Municípios::Tamboara - PR,label_10366
5456,br;parana;tapejara,"Tapejara - PR",pt-BR,,#br;parana,,Municípios::Tapejara - PR,label_10367
5457,br;parana;tapira,"Tapira - PR",pt-BR,,#br;parana,,Municípios::Tapira - PR,label_10368
5458,br;parana;teixeira.soares,"Teixeira Soares - PR",pt-BR,,#br;parana,,Municípios::Teixeira Soares - PR,label_10369
5459,br;parana;telemaco.borba,"Telêmaco Borba - PR",pt-BR,,#br;parana,,Municípios::Telêmaco Borba - PR,label_10370
5460,br;parana;terra.boa,"Terra Boa - PR",pt-BR,,#br;parana,,Municípios::Terra Boa - PR,label_10371
5461,br;parana;terra.rica,"Terra Rica - PR",pt-BR,,#br;parana,,Municípios::Terra Rica - PR,label_10372
5462,br;parana;terra.roxa,"Terra Roxa - PR",pt-BR,,#br;parana,,Municípios::Terra Roxa - PR,label_10373
5463,br;parana;tibagi,"Tibagi - PR",pt-BR,,#br;parana,,Municípios::Tibagi - PR,label_10374
5464,br;parana;tijucas.sul,"Tijucas do Sul - PR",pt-BR,,#br;parana,,Municípios::Tijucas do Sul - PR,label_10375
5465,br;parana;tomazina,"Tomazina - PR",pt-BR,,#br;parana,,Municípios::Tomazina - PR,label_10376
5466,br;parana;tres.barras.parana,"Três Barras do Paraná - PR",pt-BR,,#br;parana,,Municípios::Três Barras do Paraná - PR,label_10377
5467,br;parana;tunas.parana,"Tunas do Paraná - PR",pt-BR,,#br;parana,,Municípios::Tunas do Paraná - PR,label_10378
5468,br;parana;tuneiras.oeste,"Tuneiras do Oeste - PR",pt-BR,,#br;parana,,Municípios::Tuneiras do Oeste - PR,label_10379
5469,br;parana;tupassi,"Tupãssi - PR",pt-BR,,#br;parana,,Municípios::Tupãssi - PR,label_10380
5470,br;parana;turvo,"Turvo - PR",pt-BR,,#br;parana,,Municípios::Turvo - PR,label_10381
5471,br;parana;ubirata,"Ubiratã - PR",pt-BR,,#br;parana,,Municípios::Ubiratã - PR,label_10382
5472,br;parana;umuarama,"Umuarama - PR",pt-BR,,#br;parana,,Municípios::Umuarama - PR,label_10383
5473,br;parana;uniao.vitoria,"União da Vitória - PR",pt-BR,,#br;parana,,Municípios::União da Vitória - PR,label_10384
5474,br;parana;uniflor,"Uniflor - PR",pt-BR,,#br;parana,,Municípios::Uniflor - PR,label_10385
5475,br;parana;urai,"Uraí - PR",pt-BR,,#br;parana,,Municípios::Uraí - PR,label_10386
5476,br;parana;wenceslau.braz,"Wenceslau Braz - PR",pt-BR,,#br;parana,,Municípios::Wenceslau Braz - PR,label_10387
5477,br;parana;ventania,"Ventania - PR",pt-BR,,#br;parana,,Municípios::Ventania - PR,label_10388
5478,br;parana;vera.cruz.oeste,"Vera Cruz do Oeste - PR",pt-BR,,#br;parana,,Municípios::Vera Cruz do Oeste - PR,label_10389
5479,br;parana;vere,"Verê - PR",pt-BR,,#br;parana,,Municípios::Verê - PR,label_10390
5480,br;parana;alto.paraiso,"Alto Paraíso - PR",pt-BR,,#br;parana,,Municípios::Alto Paraíso - PR,label_10391
5481,br;parana;doutor.ulysses,"Doutor Ulysses - PR",pt-BR,,#br;parana,,Municípios::Doutor Ulysses - PR,label_10392
5482,br;parana;virmond,"Virmond - PR",pt-BR,,#br;parana,,Municípios::Virmond - PR,label_10393
5483,br;parana;vitorino,"Vitorino - PR",pt-BR,,#br;parana,,Municípios::Vitorino - PR,label_10394
5484,br;parana;xambre,"Xambrê - PR",pt-BR,,#br;parana,,Municípios::Xambrê - PR,label_10395
5485,br;santa.catarina;abdon.batista,"Abdon Batista - SC",pt-BR,,#br;santa.catarina,,Municípios::Abdon Batista - SC,label_10396
5486,br;santa.catarina;abelardo.luz,"Abelardo Luz - SC",pt-BR,,#br;santa.catarina,,Municípios::Abelardo Luz - SC,label_10397
5487,br;santa.catarina;agrolandia,"Agrolândia - SC",pt-BR,,#br;santa.catarina,,Municípios::Agrolândia - SC,label_10398
5488,br;santa.catarina;agronomica,"Agronômica - SC",pt-BR,,#br;santa.catarina,,Municípios::Agronômica - SC,label_10399
5489,br;santa.catarina;agua.doce,"Água Doce - SC",pt-BR,,#br;santa.catarina,,Municípios::Água Doce - SC,label_10400
5490,br;santa.catarina;aguas.chapeco,"Águas de Chapecó - SC",pt-BR,,#br;santa.catarina,,Municípios::Águas de Chapecó - SC,label_10401
5491,br;santa.catarina;aguas.frias,"Águas Frias - SC",pt-BR,,#br;santa.catarina,,Municípios::Águas Frias - SC,label_10402
5492,br;santa.catarina;aguas.mornas,"Águas Mornas - SC",pt-BR,,#br;santa.catarina,,Municípios::Águas Mornas - SC,label_10403
5493,br;santa.catarina;alfredo.wagner,"Alfredo Wagner - SC",pt-BR,,#br;santa.catarina,,Municípios::Alfredo Wagner - SC,label_10404
5494,br;santa.catarina;alto.bela.vista,"Alto Bela Vista - SC",pt-BR,,#br;santa.catarina,,Municípios::Alto Bela Vista - SC,label_10405
5495,br;santa.catarina;anchieta,"Anchieta - SC",pt-BR,,#br;santa.catarina,,Municípios::Anchieta - SC,label_10406
5496,br;santa.catarina;angelina,"Angelina - SC",pt-BR,,#br;santa.catarina,,Municípios::Angelina - SC,label_10407
5497,br;santa.catarina;anita.garibaldi,"Anita Garibaldi - SC",pt-BR,,#br;santa.catarina,,Municípios::Anita Garibaldi - SC,label_10408
5498,br;santa.catarina;anitapolis,"Anitápolis - SC",pt-BR,,#br;santa.catarina,,Municípios::Anitápolis - SC,label_10409
5499,br;santa.catarina;antonio.carlos,"Antônio Carlos - SC",pt-BR,,#br;santa.catarina,,Municípios::Antônio Carlos - SC,label_10410
5500,br;santa.catarina;apiuna,"Apiúna - SC",pt-BR,,#br;santa.catarina,,Municípios::Apiúna - SC,label_10411
5501,br;santa.catarina;arabuta,"Arabutã - SC",pt-BR,,#br;santa.catarina,,Municípios::Arabutã - SC,label_10412
5502,br;santa.catarina;araquari,"Araquari - SC",pt-BR,,#br;santa.catarina,,Municípios::Araquari - SC,label_10413
5503,br;santa.catarina;ararangua,"Araranguá - SC",pt-BR,,#br;santa.catarina,,Municípios::Araranguá - SC,label_10414
5504,br;santa.catarina;armazem,"Armazém - SC",pt-BR,,#br;santa.catarina,,Municípios::Armazém - SC,label_10415
5505,br;santa.catarina;arroio.trinta,"Arroio Trinta - SC",pt-BR,,#br;santa.catarina,,Municípios::Arroio Trinta - SC,label_10416
5506,br;santa.catarina;arvoredo,"Arvoredo - SC",pt-BR,,#br;santa.catarina,,Municípios::Arvoredo - SC,label_10417
5507,br;santa.catarina;ascurra,"Ascurra - SC",pt-BR,,#br;santa.catarina,,Municípios::Ascurra - SC,label_10418
5508,br;santa.catarina;atalanta,"Atalanta - SC",pt-BR,,#br;santa.catarina,,Municípios::Atalanta - SC,label_10419
5509,br;santa.catarina;aurora,"Aurora - SC",pt-BR,,#br;santa.catarina,,Municípios::Aurora - SC,label_10420
5510,br;santa.catarina;balneario.arroio.silva,"Balneário Arroio do Silva - SC",pt-BR,,#br;santa.catarina,,Municípios::Balneário Arroio do Silva - SC,label_10421
5511,br;santa.catarina;balneario.camboriu,"Balneário Camboriú - SC",pt-BR,,#br;santa.catarina,,Municípios::Balneário Camboriú - SC,label_10422
5512,br;santa.catarina;balneario.barra.sul,"Balneário Barra do Sul - SC",pt-BR,,#br;santa.catarina,,Municípios::Balneário Barra do Sul - SC,label_10423
5513,br;santa.catarina;balneario.gaivota,"Balneário Gaivota - SC",pt-BR,,#br;santa.catarina,,Municípios::Balneário Gaivota - SC,label_10424
5514,br;santa.catarina;bandeirante,"Bandeirante - SC",pt-BR,,#br;santa.catarina,,Municípios::Bandeirante - SC,label_10425
5515,br;santa.catarina;barra.bonita,"Barra Bonita - SC",pt-BR,,#br;santa.catarina,,Municípios::Barra Bonita - SC,label_10426
5516,br;santa.catarina;barra.velha,"Barra Velha - SC",pt-BR,,#br;santa.catarina,,Municípios::Barra Velha - SC,label_10427
5517,br;santa.catarina;bela.vista.toldo,"Bela Vista do Toldo - SC",pt-BR,,#br;santa.catarina,,Municípios::Bela Vista do Toldo - SC,label_10428
5518,br;santa.catarina;belmonte,"Belmonte - SC",pt-BR,,#br;santa.catarina,,Municípios::Belmonte - SC,label_10429
5519,br;santa.catarina;benedito.novo,"Benedito Novo - SC",pt-BR,,#br;santa.catarina,,Municípios::Benedito Novo - SC,label_10430
5520,br;santa.catarina;biguacu,"Biguaçu - SC",pt-BR,,#br;santa.catarina,,Municípios::Biguaçu - SC,label_10431
5521,br;santa.catarina;blumenau,"Blumenau - SC",pt-BR,,#br;santa.catarina,,Municípios::Blumenau - SC,label_10432
5522,br;santa.catarina;bocaina.sul,"Bocaina do Sul - SC",pt-BR,,#br;santa.catarina,,Municípios::Bocaina do Sul - SC,label_10433
5523,br;santa.catarina;bombinhas,"Bombinhas - SC",pt-BR,,#br;santa.catarina,,Municípios::Bombinhas - SC,label_10434
5524,br;santa.catarina;bom.jardim.serra,"Bom Jardim da Serra - SC",pt-BR,,#br;santa.catarina,,Municípios::Bom Jardim da Serra - SC,label_10435
5525,br;santa.catarina;bom.jesus,"Bom Jesus - SC",pt-BR,,#br;santa.catarina,,Municípios::Bom Jesus - SC,label_10436
5526,br;santa.catarina;bom.jesus.oeste,"Bom Jesus do Oeste - SC",pt-BR,,#br;santa.catarina,,Municípios::Bom Jesus do Oeste - SC,label_10437
5527,br;santa.catarina;bom.retiro,"Bom Retiro - SC",pt-BR,,#br;santa.catarina,,Municípios::Bom Retiro - SC,label_10438
5528,br;santa.catarina;botuvera,"Botuverá - SC",pt-BR,,#br;santa.catarina,,Municípios::Botuverá - SC,label_10439
5529,br;santa.catarina;braco.norte,"Braço do Norte - SC",pt-BR,,#br;santa.catarina,,Municípios::Braço do Norte - SC,label_10440
5530,br;santa.catarina;braco.trombudo,"Braço do Trombudo - SC",pt-BR,,#br;santa.catarina,,Municípios::Braço do Trombudo - SC,label_10441
5531,br;santa.catarina;brunopolis,"Brunópolis - SC",pt-BR,,#br;santa.catarina,,Municípios::Brunópolis - SC,label_10442
5532,br;santa.catarina;brusque,"Brusque - SC",pt-BR,,#br;santa.catarina,,Municípios::Brusque - SC,label_10443
5533,br;santa.catarina;cacador,"Caçador - SC",pt-BR,,#br;santa.catarina,,Municípios::Caçador - SC,label_10444
5534,br;santa.catarina;caibi,"Caibi - SC",pt-BR,,#br;santa.catarina,,Municípios::Caibi - SC,label_10445
5535,br;santa.catarina;calmon,"Calmon - SC",pt-BR,,#br;santa.catarina,,Municípios::Calmon - SC,label_10446
5536,br;santa.catarina;camboriu,"Camboriú - SC",pt-BR,,#br;santa.catarina,,Municípios::Camboriú - SC,label_10447
5537,br;santa.catarina;capao.alto,"Capão Alto - SC",pt-BR,,#br;santa.catarina,,Municípios::Capão Alto - SC,label_10448
5538,br;santa.catarina;campo.alegre,"Campo Alegre - SC",pt-BR,,#br;santa.catarina,,Municípios::Campo Alegre - SC,label_10449
5539,br;santa.catarina;campo.belo.sul,"Campo Belo do Sul - SC",pt-BR,,#br;santa.catarina,,Municípios::Campo Belo do Sul - SC,label_10450
5540,br;santa.catarina;campo.ere,"Campo Erê - SC",pt-BR,,#br;santa.catarina,,Municípios::Campo Erê - SC,label_10451
5541,br;santa.catarina;campos.novos,"Campos Novos - SC",pt-BR,,#br;santa.catarina,,Municípios::Campos Novos - SC,label_10452
5542,br;santa.catarina;canelinha,"Canelinha - SC",pt-BR,,#br;santa.catarina,,Municípios::Canelinha - SC,label_10453
5543,br;santa.catarina;capinzal,"Capinzal - SC",pt-BR,,#br;santa.catarina,,Municípios::Capinzal - SC,label_10454
5544,br;santa.catarina;capivari.baixo,"Capivari de Baixo - SC",pt-BR,,#br;santa.catarina,,Municípios::Capivari de Baixo - SC,label_10455
5545,br;santa.catarina;catanduvas,"Catanduvas - SC",pt-BR,,#br;santa.catarina,,Municípios::Catanduvas - SC,label_10456
5546,br;santa.catarina;caxambu.sul,"Caxambu do Sul - SC",pt-BR,,#br;santa.catarina,,Municípios::Caxambu do Sul - SC,label_10457
5547,br;santa.catarina;celso.ramos,"Celso Ramos - SC",pt-BR,,#br;santa.catarina,,Municípios::Celso Ramos - SC,label_10458
5548,br;santa.catarina;cerro.negro,"Cerro Negro - SC",pt-BR,,#br;santa.catarina,,Municípios::Cerro Negro - SC,label_10459
5549,br;santa.catarina;chapadao.lageado,"Chapadão do Lageado - SC",pt-BR,,#br;santa.catarina,,Municípios::Chapadão do Lageado - SC,label_10460
5550,br;santa.catarina;chapeco,"Chapecó - SC",pt-BR,,#br;santa.catarina,,Municípios::Chapecó - SC,label_10461
5551,br;santa.catarina;cocal.sul,"Cocal do Sul - SC",pt-BR,,#br;santa.catarina,,Municípios::Cocal do Sul - SC,label_10462
5552,br;santa.catarina;concordia,"Concórdia - SC",pt-BR,,#br;santa.catarina,,Municípios::Concórdia - SC,label_10463
5553,br;santa.catarina;cordilheira.alta,"Cordilheira Alta - SC",pt-BR,,#br;santa.catarina,,Municípios::Cordilheira Alta - SC,label_10464
5554,br;santa.catarina;coronel.freitas,"Coronel Freitas - SC",pt-BR,,#br;santa.catarina,,Municípios::Coronel Freitas - SC,label_10465
5555,br;santa.catarina;coronel.martins,"Coronel Martins - SC",pt-BR,,#br;santa.catarina,,Municípios::Coronel Martins - SC,label_10466
5556,br;santa.catarina;corupa,"Corupá - SC",pt-BR,,#br;santa.catarina,,Municípios::Corupá - SC,label_10467
5557,br;santa.catarina;correia.pinto,"Correia Pinto - SC",pt-BR,,#br;santa.catarina,,Municípios::Correia Pinto - SC,label_10468
5558,br;santa.catarina;criciuma,"Criciúma - SC",pt-BR,,#br;santa.catarina,,Municípios::Criciúma - SC,label_10469
5559,br;santa.catarina;cunha.pora,"Cunha Porã - SC",pt-BR,,#br;santa.catarina,,Municípios::Cunha Porã - SC,label_10470
5560,br;santa.catarina;cunhatai,"Cunhataí - SC",pt-BR,,#br;santa.catarina,,Municípios::Cunhataí - SC,label_10471
